date,open,high,low,close,volume,EMA_5,EMA_10,EMA_20,EMA_30,EMA_60,diff_vmvg5,diff_vmvg10,diff_vmvg20,diff_vmvg30,diff_vmvg60,diffupper20,difflower20,diffupper60,difflower60,RSI_5,RSI_10,RSI_20,open_chg,high_chg,low_chg,close_chg,predict,close_rsi,profit,advantage,price_change,buy,sell,drawdown
2023-04-26,8.8,9.04,8.78,8.89,4789430,9.062620632886537,9.259582069077798,9.480797625269155,9.640330281157334,10.100035890032723,0.46369391219177314,0.3723956086660062,0.3621758213257727,0.3399086334159059,0.3064484221040425,0.8502532875406629,1.0157339220243424,0.7842203052595769,1.0293442524569025,0.2902743697200591,0.360602470388711,0.4038325399224877,-0.003397508493771184,0.02378255945639851,-0.005662514156285492,0.00679501698754259,-0.6490186,,0.0,0.0,0.0,0,0,0.0
2023-04-27,9.02,9.02,8.8,8.93,4956169,9.018413755257692,9.199658056518198,9.428340708576854,9.594502521082669,10.061674057572633,0.5326042954526794,0.4219501447228588,0.38611842962604265,0.3654690835795825,0.3301964061885,0.8555702638117987,1.030283517071602,0.7947889629448325,1.0331686444408277,0.3239349635426612,0.3727967660619989,0.4089428018931253,0.014623172103486848,0.014623172103486848,-0.010123734533183382,0.004499437570303577,-0.4839886,,0.0,-0.004499437570303577,0.004499437570303577,0,0,0.0
2023-04-28,9.0,9.08,8.84,8.94,8066946,8.992275836838461,9.152447500787616,9.381832069664773,9.552276551980562,10.024897858963694,0.933154332674344,0.7077918464649098,0.6274993201301589,0.6035752457871029,0.54689585940754,0.8584660502888203,1.0401303900607324,0.8025768229654789,1.0334607668764992,0.3338086715809041,0.3761019595462047,0.4102730794167409,0.007838745800671898,0.016797312430011146,-0.01007838745800671,0.0011198208286673506,-0.36662707,,0.0,-0.0056242969628794715,0.0056242969628794715,0,0,0.0
2023-05-02,9.13,9.13,8.8,9.09,3457100,9.024850557892307,9.141093409735323,9.35403853922051,9.522452258304398,9.994245470145213,0.5695787517751402,0.39528013599395184,0.27851245188010226,0.26872027053064246,0.24398419128415075,0.8794551255686845,1.0604225278178834,0.8277521808205616,1.0434140955889595,0.4770202030206048,0.4264740976579672,0.4305109931998868,0.021252796420581754,0.021252796420581754,-0.015659955257270597,0.016778523489932917,-0.12560603,,0.0,-0.022497187851518552,0.022497187851518552,0,0,0.0
2023-05-03,9.02,9.02,8.75,8.89,3065100,8.979900371928206,9.095440062510718,9.30984439262808,9.481648886800889,9.958040700632255,0.6260367846790857,0.3560223999265643,0.2493618349693499,0.2363917495538214,0.2196122453691761,0.8654999664048156,1.0430011850787932,0.8189537549056061,1.016578633084103,0.35119319810796684,0.38091256829890374,0.4107283377588743,-0.007700770077007757,-0.007700770077007757,-0.037403740374037375,-0.022002200220021972,-0.17716882,,0.0,0.0,0.0,0,0,0.0
2023-05-04,8.89,9.01,8.69,8.72,14613553,8.893266914618804,9.027178232963315,9.25366873618731,9.432510248942767,9.91744920225087,2.1064159821747737,1.6731927868166956,1.1766254473883773,1.1003792461644384,1.0552599182386597,0.8524905504836513,1.0321789339838576,0.8074264588204366,0.9997032805206834,0.2743132874700141,0.34600172681242597,0.394508301960202,0.0,0.013498312710910954,-0.022497187851518663,-0.019122609673790758,-0.3102648,,0.0,0.019122609673790758,-0.019122609673790758,0,0,0.0
2023-05-05,8.72,9.01,8.72,8.98,6423657,8.922177943079204,9.01860037242453,9.227605047026614,9.403316039333557,9.886713162832809,0.9129974742609708,0.7886862014899871,0.5379966687061665,0.5104265918606286,0.4971130426787801,0.8877955014749801,1.0624631295337528,0.8330919596697579,1.0328315633338443,0.4884146088947777,0.43413322039168667,0.4307023652589954,0.0,0.03325688073394484,0.0,0.029816513761467878,-0.0745401,,0.0,-0.01012373453318327,0.01012373453318327,0,0,0.0
2023-05-08,9.02,9.09,8.82,8.87,7023684,8.904785295386136,8.991582122892796,9.19354742350027,9.36890855292494,9.853378305035012,1.0176808625769729,0.8996249285471509,0.6086205070668798,0.5915351165760242,0.5415963307828963,0.8843853399987731,1.051641242083184,0.8242563572178698,1.0241566041811914,0.42249414937292246,0.4082702114422365,0.41953393901954217,0.00445434298440972,0.012249443207126953,-0.017817371937639215,-0.012249443207127064,-0.017835105,,0.0,0.0022497187851520106,-0.0022497187851520106,0,0,0.0
2023-05-09,8.87,8.93,8.64,8.7,9305001,8.836523530257423,8.938567191457741,9.146542906976435,9.325753162413655,9.815562622902716,1.1382121891048191,1.281966648227256,0.7874728240666535,0.7984782243663442,0.7066388954583493,0.874580308453509,1.0356684817733488,0.8095787495296931,1.0095535680658576,0.3351175717459004,0.3703807712499494,0.402552672858175,0.0,0.006764374295377795,-0.025930101465614253,-0.01916572717023679,-0.17119619,,0.0,0.02137232845894277,-0.02137232845894277,0,0,0.0
2023-05-10,8.73,8.75,8.54,8.6,6621883,8.757682353504949,8.877009520283606,9.094491201550108,9.278930377741807,9.775708110676398,0.7389796225066793,0.9445001714391092,0.5613042145520563,0.5702121521439073,0.5006939689007429,0.8757744982121521,1.0250150699613758,0.8023764461627254,1.002583527651029,0.29088371291496506,0.34919946985866984,0.3927102354099864,0.0034482758620690834,0.005747126436781658,-0.01839080459770115,-0.011494252873563204,-0.2931163,,0.0,0.032620922384702045,-0.032620922384702045,0,0,0.0
