date,open,high,low,close,volume,EMA_5,EMA_10,EMA_20,EMA_30,EMA_60,diff_vmvg5,diff_vmvg10,diff_vmvg20,diff_vmvg30,diff_vmvg60,diffupper20,difflower20,diffupper60,difflower60,RSI_5,RSI_10,RSI_20,open_chg,high_chg,low_chg,close_chg,predict,close_rsi,profit,advantage,price_change,buy,sell,drawdown
2023-04-26,80.781,82.631,79.881,80.581,3171956,83.8345956748453,86.84551137035109,89.34563498099129,90.519183209547,92.31860127613649,0.6441799281732535,0.6112836474793988,0.5620007340055099,0.5155259174854785,0.461104923665046,0.7973778166995028,0.98891186908478,0.7442296406749761,1.005616340503696,0.09110505675561217,0.2432580958554107,0.3658678266108744,-0.001853430700226033,0.02100554793589615,-0.012974014901582787,-0.004324671633860855,-1.1331419,,0.0,0.0,0.0,0,0,0.0
2023-04-27,80.531,80.831,78.731,80.681,3994039,82.78339711656353,85.72469112119634,88.5204316494683,89.88446171215688,91.93704057855824,0.7794756786029106,0.7845295096503722,0.7208717565768925,0.658569080594173,0.5945212799013042,0.795430108643701,1.0106431741208073,0.7491102965648616,1.0114680640123856,0.10372156304738211,0.247745334955484,0.3674603095847623,-0.0006204936647596915,0.0031024683237983464,-0.022958265596108363,0.001240987329519383,-1.044701,,0.0,-0.001240987329519383,0.001240987329519383,0,0,0.0
2023-04-28,80.681,82.681,80.131,81.631,3872396,82.3992647443757,84.98038364461519,87.8642953018999,89.35198031137257,91.59913760876944,0.7957630456000057,0.782845684145847,0.728304459228118,0.6521032654810165,0.59762102503272,0.8034414580554906,1.0383599216857191,0.7603383731772417,1.0288896901045423,0.2305557171546389,0.29205630349762335,0.3829560073843018,0.0,0.02478898377561012,-0.006816970538292777,0.011774767293414756,-0.7639784,,0.0,-0.01303036695995341,0.01303036695995341,0,0,0.0
2023-05-02,82.431,83.981,80.481,81.181,2080693,81.99317649625047,84.28958661832151,87.22779098743324,88.82482029128403,91.2575593265147,0.5235977459021917,0.44520396365902093,0.41211767729789534,0.3548606751412281,0.3228941788659043,0.8015183240681953,1.0471863008666045,0.7609846221144033,1.0261601052800018,0.21273098770376364,0.2832741760127301,0.37833470022253834,0.009800198454018583,0.02878808295867974,-0.014087785277651976,-0.005512611630385522,-0.5255564,,0.0,-0.007445923977116076,0.007445923977116076,0,0,0.0
2023-05-03,81.181,81.481,77.331,79.331,3582413,81.10578433083366,83.38802541499032,86.47571565529674,88.21231575636249,90.86652459449782,1.0548772335368444,0.8289084510418687,0.7096324149044708,0.6028258939377059,0.5571886277598046,0.7860454317049838,1.0401636285025466,0.7519936741379933,1.0020619313161747,0.1522445474747233,0.24906361850251912,0.3595579489842107,0.0,0.0036954459787388316,-0.04742489006048212,-0.02278858353555624,-0.5583438,,0.0,0.015512341618992065,-0.015512341618992065,0,0,0.0
2023-05-04,79.681,80.931,78.781,79.831,4147614,80.68085622055578,82.74129352135571,85.84288559288753,87.67158570756492,90.5047041159897,1.1637692826481192,0.9719947938194732,0.8340035615000532,0.7206047576847988,0.6568865551923975,0.794361776489809,1.0608070265369964,0.7648983350676902,1.0074725739469443,0.22654174575303343,0.2753445349230149,0.36847476197814133,0.004411894467484245,0.020168660422785534,-0.006932977020332465,0.006302706382120382,-0.42435405,,0.0,0.009307404971395261,-0.009307404971395261,0,0,0.0
2023-05-05,79.931,81.031,79.281,79.831,3349373,80.39757081370387,82.21214924474558,85.27032506023157,87.16574146836719,90.15474660399003,0.9774881215260682,0.7784645485679604,0.6871393956269756,0.5946289800936213,0.538746378745277,0.7977867512243322,1.0736263002536945,0.7680281163202822,1.0122377746690014,0.22654174575303343,0.27534453492301486,0.36847476197814133,0.0012526462151294382,0.01503175458155348,-0.006889554183212021,0.0,-0.30364916,,0.0,0.009307404971395261,-0.009307404971395261,0,0,0.0
2023-05-08,79.831,82.181,79.831,81.881,2353608,80.89204720913591,82.15194029115547,84.94753219735237,86.82479040589189,89.88347622353135,0.7743838334097621,0.596549378515092,0.513079682900353,0.45024297160018417,0.3940853852989932,0.8220012060762644,1.1089693448295346,0.7907030102562097,1.0418227546305325,0.5046516471904008,0.3843973067192647,0.40604305233382826,0.0,0.02943718605554224,0.0,0.025679247410153927,-0.009392226,,0.0,-0.016132835283751756,0.016132835283751756,0,0,0.0
2023-05-09,81.831,82.731,79.531,79.731,3900211,80.50503147275728,81.7117693291272,84.45071960712833,86.36712650873758,89.55060815062868,1.1215162717013714,1.03677580396296,0.8301768069548144,0.7427577530910799,0.6412810202443792,0.8038904651076754,1.0908519663172245,0.7722808161231686,1.019716358361204,0.3429776932726638,0.32704456743429877,0.38102004311102056,-0.0006106422735432382,0.01038091865023616,-0.028700186856535637,-0.026257617762362573,-0.059472047,,0.0,0.010548392300914755,-0.010548392300914755,0,0,0.0
2023-05-10,79.731,83.331,79.131,82.381,3970548,81.13035431517153,81.83344763292224,84.2536034540685,86.10995705656097,89.31553903093592,1.1442798986174634,1.1781648432865048,0.9191790270966882,0.8162513837550418,0.680283099956205,0.8429923243089775,1.125692555787174,0.8056698799827442,1.051375594272352,0.5601051244547066,0.4412215109725049,0.42684707930843174,0.0,0.045151823004853986,-0.007525303834142183,0.033236758600795335,0.23784569,,0.0,-0.02233777193134845,0.02233777193134845,0,0,0.0
2023-05-11,82.381,83.281,81.331,82.231,2540215,81.49723621011435,81.90572988148183,84.06097455368102,85.8597017625893,89.0832590627085,0.7990685540341683,0.7652516512330185,0.6045008202376824,0.5299093487197385,0.44047894996062703,0.8539863432189418,1.121287481525683,0.8083623728057032,1.0511004087331057,0.5473077299033872,0.4365630553197689,0.4249723969755002,0.0,0.010924849176387808,-0.012745657372452368,-0.0018208081960646716,0.30701616,,0.0,-0.020476290937069486,0.020476290937069486,0,0,0.0
2023-05-12,82.481,83.031,80.231,81.281,3096627,81.42515747340957,81.79214263030332,83.79621507237806,85.56430164887387,88.82744729016068,0.9745401653509655,0.9465595917562557,0.7439457440209848,0.6509716396639484,0.5432588150541923,0.8635720490711275,1.0990580296588843,0.8016733498995141,1.0424050074228794,0.46347384309414896,0.4063706664839895,0.4128833657379845,0.0030402159769429282,0.00972869112621777,-0.02432172781554398,-0.011552820712383283,0.21888235,,0.0,-0.00868691130663568,0.00868691130663568,0,0,0.0
2023-05-15,81.281,83.931,80.831,83.281,3883058,82.04377164893972,82.06284397024817,83.74714697024682,85.41699186507556,88.64559655933573,1.137052506940487,1.2128382178805943,0.9647122416345285,0.8549885933265298,0.7009594693586448,0.9081867183567941,1.1091312666704096,0.8243282802069333,1.0699949861246787,0.6176116247744077,0.48903292929820547,0.4477001372731565,0.0,0.032602945337778744,-0.005536349208302149,0.02460599648134254,0.45559397,,0.0,-0.033506657897022896,0.033506657897022896,0,0,0.0
2023-05-16,84.081,86.281,82.731,83.531,3275710,82.53951443262649,82.32978143020304,83.72656154450902,85.29531497055456,88.4779048688657,0.9880328950857257,0.987432273834856,0.8335678870728037,0.7483977490449719,0.5980451516688435,0.9326444250226545,1.0963743711639118,0.8288548567065613,1.075577563649711,0.6340391759063567,0.49872760374984393,0.45197625737598435,0.009606032588465485,0.0360226222067459,-0.00660414740457016,0.0030018851838955474,0.624504,,0.0,-0.03660912622082124,0.03660912622082124,0,0,0.0
2023-05-17,83.531,83.531,80.481,80.631,3029814,81.90334295508433,82.02091207925703,83.43174615931768,84.99439142406717,88.2206292993947,0.9382419981454942,0.8944805651876209,0.7932076811172784,0.6823403543939208,0.5398417757465392,0.9173886682205022,1.0496076175735005,0.8030915128127498,1.0413239189679175,0.39067668470111505,0.4007314147687647,0.4129376903596571,0.0,0.0,-0.03651339023835476,-0.03471764973482905,0.31969503,,0.0,-0.0006204936647595805,0.0006204936647595805,0,0,0.0
2023-05-18,81.531,83.881,81.081,82.531,2338764,82.11256197005622,82.11365533757393,83.34596081081123,84.8354629450951,88.03408407646373,0.7504553899517827,0.7443700862035934,0.6434497036695754,0.549744690682674,0.42936011895623943,0.9526658074585496,1.0657362462798852,0.8245082140202755,1.0681814676212256,0.5364044804032587,0.4757240794195859,0.4459416285427934,0.011161960040183105,0.04030707792288335,0.005580980020091664,0.023564137862608803,0.39253238,,0.0,-0.024199252925627635,0.024199252925627635,0,0,0.0
2023-05-19,82.081,83.331,81.331,81.581,2465101,81.93537464670415,82.01680891256049,83.17786930501968,84.62549759379866,87.82250754936655,0.813907776163406,0.7958916569467305,0.6746746043112098,0.5852147334423591,0.4541530157246194,0.9579031261946108,1.0429583116817147,0.8166080948991906,1.0592908254259774,0.46665086927218796,0.44480048154360013,0.4331259338265725,-0.005452496637627147,0.009693327355781323,-0.014539991033672206,-0.011510826234990557,0.25609663,,0.0,-0.012409873295193607,0.012409873295193607,0,0,0.0
2023-05-22,81.631,82.931,80.781,80.981,3575796,81.61724976446943,81.82848001936767,82.96864365692257,84.39036871677939,87.5981958264365,1.2049236915671178,1.1036974920001434,0.9892850259354884,0.8570782034798932,0.6584263676773136,0.9622698394634162,1.0289733878605398,0.8113810445851123,1.0555998071360775,0.42320370659592266,0.4253955138504879,0.4250058027925007,0.000612887804758433,0.016547970728478356,-0.009806204876135372,-0.00735465365710164,0.09826163,,0.0,-0.00496394931807731,0.00496394931807731,0,0,0.0
2023-05-23,81.781,82.731,80.381,81.081,3247856,81.43849984297962,81.69257456130082,82.78886807054899,84.17686105763234,87.38451727475005,1.1052293174741605,1.0222719237450317,0.9446486096955728,0.7847117445069389,0.6015973163169883,0.9703180967554085,1.0269821039398432,0.8130120202298626,1.06085981587709,0.43417877753793815,0.4300005006508191,0.42689080286604203,0.00987886047344455,0.021610007285659538,-0.007409145355083191,0.0012348575591807354,-0.0023853425,,0.0,-0.006204936647596915,0.006204936647596915,0,0,0.0
2023-05-24,80.381,80.881,79.331,80.081,3666015,80.98599989531975,81.39956100470066,82.53097587335384,83.91261195713993,87.14505769197136,1.1831959942922126,1.1546822476870409,1.1039192065245322,0.911764279481215,0.6775258748801412,0.9581972596964539,1.0155816453583537,0.8048598949964227,1.0515732809575888,0.35075361770468283,0.39484126667896824,0.41265089765077456,-0.008633341966675312,-0.0024666691333358193,-0.02158335491668828,-0.012333345666678985,-0.22826049,,0.0,0.006204936647596804,-0.006204936647596804,0,0,0.0
