code,profit,price_change,advantage,drawdown,percent_profitable,profit_factor,avg_trade_profit,trade_count
2269,-977.3050783465351,-0.7523206751054852,0.6545901672708316,0.2278611441557158,0.2,0.11216680976179938,-186.04781168607624,5
